address,exclusion_reason,sources
0x6c49d0790afbbaabb5cb8ab8a52d36bc9cdf67b7,sources/exclude/pro-node-operators.csv;sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv;sources/obol-techne-credentials-silver.csv
0xe3023dae714d827f2452442fccfdc2bcd684de13,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xecbb058fc429941124a2b8d0984354c3132f536f,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0x690a8f37ddd2f05ef48875cf865af36b727a664a,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xd0e5ebb9161df30b2b8926320cd45432a6f2027e,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0xafbe28a3e5a057120737eae5a204680fc0ce60f5,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv;sources/stake-cat-solo-stakers-B.csv
0x910045ec23c6055ee5fb827a4c6713c848b7c48f,sources/exclude/pro-node-operators.csv,sources/obol-techne-credentials-silver.csv
0x8f1ab729e65aca5e3ad1ab34a8acf018b405c9d9,sources/exclude/pro-node-operators.csv,sources/galxe-lido-point-holders.csv
0x090687799d0616b91a2f7da50623c4a1dc702600,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv
0x2d4b8529c1bdf9948537e00fd0a63307c9de3cb1,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv;sources/obol-techne-credentials-bronze.csv
0x526d98b28f9e64957ffb0328543ed6c7a03c3c49,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv
0x5c55e6b297f36eefc58365849ebe8061699e5448,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv;sources/obol-techne-credentials-base.csv;sources/obol-techne-credentials-bronze.csv
0x6d465d2081b799770d0ce7e755d8db1665903ffb,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv;sources/obol-techne-credentials-base.csv
0x71c15691e243be88220957c784053ef0e084440b,sources/exclude/csm-testnet-bad-performers.csv,sources/rated-solo-staker.csv;sources/stake-cat-gnosischain-solo-stakers.csv;sources/stake-cat-solo-stakers-B.csv
0x937b9327225f1756f9bb807c0f2db37bda002f30,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv
0xa0a591f9ec2b349302e3c580629fe0961185c606,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv
0xdd1e0799211d06217d4ddf34586f994cc9b4e6f0,sources/exclude/csm-testnet-bad-performers.csv,sources/galxe-lido-point-holders.csv;sources/stake-cat-gnosischain-solo-stakers.csv
