address,galxe-lido-point-holders,lido-dappnode-buyers,obol-techne-credentials-base,obol-techne-credentials-bronze,obol-techne-credentials-silver,rated-solo-staker,stake-cat-gnosischain-solo-stakers,stake-cat-rocketpool-solo-stakers,stake-cat-solo-stakers-B,csm-testnet-good-performers
0x1dbdab615f4b02076ca8bb7e6ffde2da6cc9613f,,,,,,X,,,,
0xb3570f6f95d794d147356d63871dd51256de97b9,,,,,,X,,,,
0xc7a5eae68d67422467fa411e4f92439c9cd0a534,,,,,,X,,,,
0xdc0004075862dbc4edb1e1f643770fd4430aca48,,,,,,X,,,,
0xeeda79dc5cf9ed0a34393619d899e4a5c81f2f4c,,,,,,X,,,X,
0xfd564658b1c04397da1dcdf1f3df6af55755d401,,,,,,X,,,,
0x42a9318f4674812296561880a9c4279dd969fd2b,,,,,,X,,,,
0x776a738dd0719abfa5e356dd821c52924e7328ca,,,,,,X,,,X,
0x859eed38b9c59635bece6a3515b09981b963cf17,,,,,,X,,,,
0xc3a722df8e1a76c7c4c0cef3baedbd10763e7b1a,,,,,,X,,,,
0x53bb82de50143c79187e77608db2a0004b63b0e2,,,,,,X,,,,
0x8e8b618f0079a94b8fee1df5c44bca667b109b9d,,,,,,X,,,,
0x19c76818c10d877fd36d3fcf0a000287e7f10807,,,,,,X,,,,
0xbed094cd22e898a541dbf9cabd989410ccc800d6,,,,,,X,,,,
0x9f18a0066706b0702dcb7418c6759c212248e8dc,,,,,,X,,,,
0xd9ab15fc976b482c749029c36b427fe41d3ebec1,,,,,,X,,,,
0x8a465d017ea784c2cccb09d8d421993d7b360464,,,,,,X,,,,
0xc3f30dc32c5fcde3f82375e7d4ff12a919dca827,,,,,,X,,,,
0x7afba84801ff5ab9a8f3b4ef265b205c290a99a7,,,,,,X,,,,
0x8f1e8e08192505ef5d29adc950e867a05b8d1d3d,,,,,,X,,,,
0x3d2e1e516995828899a5d764368b089005dbd552,,,,,,X,,,,
0x135c8b6d6f0d97dea668ff621c6f4cef8f59a5b9,,,,,,X,,,,
0x32497b8ae5798b3b662942a16a4e7324c493c31f,,,,,,X,,,,
0x43291e5da53c354ecd81f9cc0bf318541530d903,,,,,,X,,,,
0x6c4968e0da38803185e7bb52336bd36f8647dab2,,,,,,X,,,,
0x1f006271b4d345045ccb6a0b2e28d346488ed6d1,,,,,,X,,,,
0x555e547e5ef02557ba0335a35831796486a343e5,,,,,,X,,,,
0xf0dba5042b763582139cfdeb9335b8f36dc82a67,,,,,,X,,,,
0xb3bec9d758a74e0710322860a97c9fbd38bacc57,,,,,,X,,,,
0x04569418c62f698efe75f4154b476bceb0f3a104,,,,,,X,,,,
0x92f971a62000cbf0e9810993d2ee165e30e8be6e,,,,,,X,,,,
0x49c4681c4e301a3eb55f510c8f41597c652e2f73,,,,,,X,,,,
0xfd209fd5a863868ed399bb5078e8e185917a77bf,,,,,,X,,,X,
0xc93bcfe2a79218814e3711af15b0971639c36a34,,,,,,X,,,,
0x3e50604a083ae5146f688b32058798f7a7a54e93,,,,,,X,,,,
0x8fed9353c1c88f9aef870a1f098d65b5a6bb6bda,,,,,,X,,,,
0x0a20fc299ee6f15e32db33562bafe1c7d032dffc,,,,,,X,,,,
0xac73c7c1b653bfc8df9750a21d6bfefe74c8e47e,,,,,,X,,,,
0x39089c75b936da5d20ef9c42d98f5d2ef0c83365,,,,,,X,,,,
0x7cfeef217214f1c6a11323f5904e1fcfa97e548f,,,,,,X,,,,
0x91341d406bc13fc852199e66e79a57d1551a742f,,,,,,X,,,,
0xf868ef859bb3c49f918af299fdd145f25d0eea16,,,,,,X,,,,
0xea713895c92ebcbca6f474a64ffe8b0803f62e0b,,,,,,X,,,,
0x57796dfa8ac38c3c71eba8b31047b8f290f99112,,,,,,X,,,,
0x1d328da972693351b902879a01bd4cef346bacbe,,,,,,X,,,,
0x907660805fb78ae4e8419f76537671cc4df2d4ab,,,,,,X,,,,
0xa00dd98d01e51caad2a32cda33b3a8570955a79e,,,,,,X,,,,
0x9ed057614fb7d3dca29232361f93ce5ec67f87a4,,,,,,X,,,,
0x45ec0609991ab481851c51d743bb4ed14982331b,,,,,,X,,,,
0xd01f838d2c312ac43a43fcf7ef071fc7b4963263,,,,,,X,,,,
0x592f8484b19eb4acfd5a548903678d0a5036d012,,,,,,X,,,,
0x5a17a2042e242c9a81a8f77230026c3a77a63b4e,,,,,,X,,,,
0xb80d96775c3d16dbedd77a0d4f7912705f802154,,,,,,X,,,,
0x844ce1d5b6c0834900765c31ce9f28ed332afdf4,,,,,,X,,,,
0xc507a1d038b9d1c03371bd163455f753b81b59f7,,,,,,X,,,,
0x127355ec6aa2a0c902421dd4806188c18285c287,,,,,,X,,,,
0x420420f07ba3ca1fd3edcfa71f6e675d01299f79,,,,,,X,,,,
0x952811b228ecef972d9065cf7e895df115da98b7,,,,,,X,,,,
0xf5f1c918037c8a2d6622f097d71599e1bf269c38,,,,,,X,,,,
0x0502dd9dedc32c3c7a8a030d90835199c19f2c23,,,,,,X,,,,
0x2d34b2ef4499349b4289a1f3a222dace537a61cd,,,,,,X,,,,
0x08534473cfc17fb9f55e5942b2c0316f10e8db25,,,,,,X,,,,
0x0b18ddbc066ee097871d4973c2fc47131a18a07a,,,,,,X,,,,
0xfacadebe46eab81cfd97feb4800460fc9ec23584,,,,,,X,,,,
0xdae938957eadf28e59f7afa4b2eed515881bed49,,,,,,X,,,,
0xce690f65282f921b79d76521dbb2b3a6a1a21974,,,,,,X,,,X,
0x35dc3d7d07d9c0d5a81a21685fc6dcad57f7261c,,,,,,X,,,,
0x9fde1afae2c91c1f8f9452bd1b3c2ca8b41c2fbf,,,,,,X,,,,
0x623827d9ad2ed9dfd68c49ea9a6bede52f27514d,,,,,,X,,,X,
0xb372ed5ca2fef2b5fcdd16288e8fe9ac73696761,,,,,,X,,,,
0xf05640c09bf280b6481abd5a8075a6bdd08e5e13,,,,,,X,,,X,
0x2222222222e0efb26512da513b7bb05d064c523b,,,,,,X,,,,
0x50991d5654228db215bf812487f56376a9e13c06,,,,,,X,,,,
0x3dc40b8bf14d08623a47bce6a7f79a8c93ea809a,,,,,,X,,,,
0x2d10f4f431b79ec6dec21334de5c697749e1a215,,,,,,X,,,,
0x88c98861506ac04e2eccea3011e5fbb4ee1b4d18,,,,,,X,,,,
0x7e477fa8effb4319280c4ce4c9631a6d6bd4d62e,,,,,,X,,,,
0x09285cd5d338a2300c5037985e819e4905c68d15,,,,,,X,,,,
0xff1dee82e5bdfa3d07b5f2bb9921226b5e42b0d5,,,,,,X,,,,
0xdece226b933b219df43ea5c87d343e2b34c09c93,,,,,,X,,,,
0x239dede2150de59372c236f9e073137a4bd21b76,,,,,,X,,,,
0x00417abf4c4bcb6001ce9c1f34595e7e80119657,,,,,,X,,,,
0xa89e35a504800ba40a11a51eda8b81ebf0b2f2c2,,,,,,X,,,,
0xf64c8987ca4e8bbc3366107598085d938e813793,,,,,,X,,,X,
0x072fa75f0f58e0fd071551319c2c01ef208aba23,,,,,,X,,,,
0xc0ffee69e5212b28bb004e9f375f99f8dd09da0f,,,,,,X,,,,
0x374bae33b79568d3ad89a7782511d2ad515919c6,,,,,,X,,,,
0x2619c5ebe4e0599bf2cd5bf3c6d1885ae8138f5c,,,,,,X,,,,
0x73358cdc78dd6677b4d988ad604483e4bb253f61,,,,,,X,,,,
0xef3cf1eb36905ab184a14eae5c1cd63d322684a4,,,,,,X,,,,
0x7380517f7090a06b7cb1c22d0712f56738e1256e,,,,,,X,,,,
0x275b67e0b1fcb5a2f8a8609d0a3219ac0bd29110,,,,,,X,,,,
0x2ef9834de85f62f36fe39cb3387d30469762ad1b,,,,,,X,,,X,
0x837de933f85a867e4a9759961d197c51418a9fe0,,,,,,X,,,,
0xaf5b73fad6f0e980ef22a1e866ce8b7ffdc17cc5,,,,,,X,,,,
0x9913ddae8e850537b7c8d0cefc60b33844579461,,,,,,X,,,,
0xa7734462670d713a3bec3fa69ba7f9242e356665,,,,,,X,,,,
0x92852750dbb0101471cf3ec56ae0fb751ee8388c,,,,,,X,,,,
0x6a66b61e3752b8e48b026fd5ed99d1ee982a1bc2,,,,,,X,,,,
0x644a72ed117176d33e4dbbc180277a3537a7a451,,,,,,X,,,,
0xc64b9c96fee468b380fb7b4724193c5d4e680569,,,,,,X,,,,
0x00000006945e18705150090bc794f7d4814e32e9,,,,,,X,,,,
0x1337fe2ef98e4709d776d1e7bb224c757cff0ab1,,,,,,X,,,,
0x122abb0085d23e9b4c1167f91dc21c9b6acae621,,,,,,X,,,,
0xfb4c48892b8983f7d677e35381bf38f353ed9179,,,,,,X,,,,
0xc5ba937058a4a1aeddf8f1f5ebcccaac08008ef1,,,,,,X,,,,
0x9784d557c97c96560bc042e9d34f75e5f62d9329,,,,,,X,,,,
0x23f525f59764e7183cb6a56997ace91911e2ffcf,,,,,,X,,,X,
0x176acbd427320f671b1b20b13b8aaa810c5ab09c,,,,,,X,,,X,
0x54ec5f746f4087afe8474f0ab01e41447568dac6,,,,,,X,,,,
0x4e2f88ec250d74af3c2cd87d24fb78be00b00dde,,,,,,X,,,,
0xbfe225bd8aa93fa300907c8e973df6c13f289edd,,,,,,X,,,,
0x7210f55aa09e60e762c3eaa588a8a7887f4ab7ef,,,,,,X,,,,
0x1145149371bb88f8043706d7c52a3a4d18106ce7,,,,,,X,,,,
0x40d02eafc7f241cb870e0f07aeb12e23b817fce5,,,,,,X,,,X,
0xdda304bcf46c686ec5301200fb9e2bd2588b54d7,,,,,,X,,,X,
0x333599306964ba5b86f022b0fdf42e3cf0b1d651,,,,,,X,,,,
0xde2854684a6f9afc3337c20a78d8f01f0a41bf6c,,,,,,X,,,,
0x9a512a6cfb4d90c7a675a73b6838871159088a22,,,,,,X,,,X,
0x7ceebfe9b502665946c8e2ad7c25fe6e96c5940a,,,,,,X,,,,
0xaceedcfd4ed03d8f44799c835c360a037163ccef,,,,,,X,,,,
0x04280163f7e8837ee0fd446d3166d757b860b344,,,,,,X,,,,
0x897edee6f67381088231e843346b5c4ce076d04e,,,,,,X,,,,
0xe8609ab0fa46f20c85d77837e3c1214aba2c2a3f,,,,,,X,,,,
0x3ad89add17f60a01ae7e8acf299cfbb6b8fac5fb,,,,,,X,,,,
0x1a0477cf5386c40f007dd15849656cebca7bc286,,,,,,X,,,,
0x42ab48b7e6a56cb2af471a4fc5c99a73c7d34e6f,,,,,,X,,,,
0x9f8262e20c9533c079553ce7bd4fd59348116099,,,,,,X,,,,
0xf00d028321d3b433b473dc646ef5e1dbd448a25a,,,,,,X,,,,
0xf2de8f53fc97526cf16b52d165c59ff8a98821f3,,,,,,X,,,,
0x6f335e83c5384e2af8bf3d0063bf4d44bad4d746,,,,,,X,,,,
0x8ce3124366d535f33f28a9a694956f921580949b,,,,,,X,,,,
0xe5e5311c5c863614de62210ac4665e6b94d3d6b6,,,,,,X,,,,
0x0b7a08864f12bd06b10c109ff91a025ad4f888ba,,,,,,X,,,,
0xa9e35205080dde24dcd6ae72ab0007619a730732,,,,,,X,,,,
0x79063cf8d4b8af55613ed6b7ebf76c2c5bab68ab,,,,,,X,,,,
0x886479304c75822e141a991ff247f7412c2f79a5,,,,,,X,,,,
0x95d12a21af97af8c341cedebd4a932ef27082c5a,,,,,,X,,,,
0x2fcec00d8288a4320d8fb2a0d3cd685d9ab8fee7,,,,,,X,,,,
0xd9342b2160b4ef88e008da14a1c25fecdf39dd11,,,,,,X,,,,
0x724296efc9f76fbeb67f6d819b2dfc9dcbafcfd2,,,,,,X,,,,
0x5e19f99528576b55f2f5e1801d7e10505577d104,,,,,,X,,,,
0x30701f90f8469bce639c6e19473b60a714b4479c,,,,,,X,,,,
0x3ee7bf3a3c55f3a32de263440b4b7e4d5754b60a,,,,,,X,,,,
0xbd1ae788fbe2468e48a8e24b9e3bd1caf5163cd4,,,,,,X,,,,
0x17c12c62adc683f919b3d017a82dcc21c62f8cca,,,,,,X,,,X,
0xddc088dbfbcb3f6cd3e5b76d46cce362e6113733,,,,,,X,,,,
0xc5c29d9678bff707e665aa3c135ef2954c200250,,,,,,X,,,,
0x35dfa0344e40c83303e1e1cdad853c0e61e5d6cc,,,,,,X,,,,
0x4d025e189b06c475a445d8216c2acc42ce2416ce,,,,,,X,,,,
0x594ea1a78e8451bb00d0ba509909aa92a815e798,,,,,,X,,,,
0xd89df112fc896117640fa441bb3788f7c032ae26,,,,,,X,,,,
0x1aa15b27763948b8a74af7428dad7f10eaafdb66,,,,,,X,,,,
0xface69a552fffdb8ed3d13778d6c03579408e604,,,,,,X,,,,
0x79002bfb29585995573c4fd2473f77def7363001,,,,,,X,,,,
0x9a44cc3b3b3ace4624781931ce6b7714888b235d,,,,,,X,,,,
0xe6b382023f6c1e24c6215ab2de3a1ef8b97c6869,,,,,,X,,,,
0xbcd10a3e8bfaed98a50409ca5a59059a6dddfbb2,,,,,,X,,,,
0xd77249ca770efa52de18194538aa15cd315cb908,,,,,,X,,,,
0x58a8f9e8aa73bfca340d5c87ee7df3c9243d9678,,,,,,X,,,,
0x39c81607d2e8e9bc65ad629eac2daf4da94cd98d,,,,,,X,,,,
0x9d0d561902dcffd476042a7e097964b5b2ab0560,,,,,,X,,,,
0xa3388bb111405b81fe842baf9fa20a2ccfb6b12b,,,,,,X,,,,
0x866379e16961b3c6b9ddd5507c294783c1e16853,,,,,,X,,,,
0x963a15e9d0fe189d46db12b3c2b3cba005406570,,,,,,X,,,,
0xa6ff4d34ec621723ec41c9e2a3dc22ddf7e7a4cf,,,,,,X,,,,
0xfe74308b439d71f31f768c44ccb0bd4fef083a13,,,,,,X,,,,
0xbd1aec9933e792f40f06f3a0ba14204792f71650,,,,,,X,,,,
0xee6c3a9646c4ef1550b4d8c3a8e2dd19bfc16dbd,,,,,,X,,,,
0xbfad5515c6e6e76548e0deab01eb449bfb6dd99f,,,,,,X,,,,
0xccf91d753e27f116b8b28ad63f2e97dd08314907,,,,,,X,,,X,
0xbd46134d6060a1386a66793f46d5069eb6be5e9b,,,,,,X,,,X,
0x71903f8d09b05c1e747971cfafa80555c99bccd9,,,,,,X,,,,
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,,,,,,X,,,X,
0x35fac30551eb32d4508d9791357f0bcd938d4c10,,,,,,X,,,X,
0x39df49284006c68a95807dd8b73aaeb9dbc6fade,,,,,,X,,,,
0x9d85d6e6af6fdadc037e8beb6bc9108ff003fecc,,,,,,X,,,,
0xdc73faaa0b77d25ecc54d540d3a8600fc1478123,,,,,,X,,,,
0x1dc41b27b73174c5f1848e007c57214aadc2c7fa,,,,,,X,,,,
0xcf442fc7503ca40911d8dd8e112bb7a88c26a804,,,,,,X,,,X,
0x619b9cebce0d6b741d424e3fe1e7657858d72214,,,,,,X,,,,
0x18805f279730346df11b9f1ab8cca548d8781944,,,,,,X,,,,
0xc46e010483351a4361aa4670873dec2318cb3c9b,,,,,,X,,,,
0xaf6d00ef00f4ca01c964791246d797f7afad4c3c,,,,,,X,,,,
0xe490a99f0f9908e571bcf48d660e8c3b273bb7c3,,,,,,X,,,,
0xf32ace555499ef085f35b962ad5124c0cd38ebf6,,,,,,X,,,,
0x1bfe6e2e7c4474800d409f18a6881ff3db53b8d3,,,,,,X,,,,
0xbadca09c7fb4529a6044431b76c3ab5eca5d4a9c,,,,,,X,,,,
0xa8460554d76f299511b54343c34278992f47ee63,,,,,,X,,,,
0x259201830f369a5be2c1a6236c4bf804547541e8,,,,,,X,,,X,
0xa884231e887428f3542d512a9dc8e6d43e473af3,,,,,,X,,,,
0xeef3026ef864c9398c008195e65d16d9cb42a512,,,,,,X,,,X,
0x761c37ee0d8ab170420ac6c2086d95c6224f0e3e,,,,,,X,,,,
0x73f32eba0c63b78d37e5a882e99e39691d51ac50,,,,,,X,,,,
0x5250265a80f95a161f5ed0f93f119bcc17d23149,,,,,,X,,,X,
0x951ef1d713814d306037f4306134c7d400446a30,,,,,,X,,,X,
0x4247ec56dcd5939ab72b18b33aab98d319ae9ba9,,,,,,X,,,,
0xde25754b941bb239e5885e8ff1b47cd4db9ba380,,,,,,X,,,,
0xa20d6401300d1cf0321c0f5188734b1725f3bced,,,,,,X,,,,
0xafbae2f5beba591cc90836f02e9ad9366910ae49,,,,,,X,,,X,
0xe58f1d5ed1c72eb5d0fc8dc8b46a67eed740f9d3,,,,,,X,,,,
0x4dfd42013edac2381333ef9b140d877bdbcba422,,,,,,X,,,,
0x4c8bb29cfd6f7243d13334c455c4b757cd5d4e01,,,,,,X,,,,
0xa674a2abd153ecbc681eff04a3333d80bd7ef0bf,,,,,,X,,,,
0x9750501a5c48f3013518ac8d4068b5884cf5f9bc,,,,,,X,,,,
0x6e259497d53ca7376cfb03e3bf6f9dce697e0c85,,,,,,X,,,,
0xab35b1b3e2d1fcb82e4b362626e91022c5b2620b,,,,,,X,,,X,
0x1a1701427ed6d585c1543c80eca7aae8c9c7df59,,,,,,X,,,,
0x7a900efde4f654e078a335fbf889ef32acdb0aff,,,,,,X,,,,
0x6e0851670ce88ceccb7170d8f4f82cedd3cb52c7,,,,,,X,,,,
0xcd9ed795158a094d3f238f7ae0601a5cb4681254,,,,,,X,,,,
0x5f2b3bec322a8b97bc75a531a33ffb6d4005c0ef,,,,,,X,,,,
0x8a5c3226b2e17f56389862b1b53755e54944b8c4,,,,,,X,,,,
0x91372de115e72a157811a5a731aaa2af71ea008b,,,,,,X,,,,
0xf1536648e7a2ba152d7b1122de248d5616b9de55,,,,,,X,,,,
0x659d6eb9e7155af69011c00003b388c716bb59c3,,,,,,X,,,,
0x9b25a9951604e59baf7cb9a737f8aae8b7c48861,,,,,,X,,,X,
0xbda15ddcdc5b842d28814815d016ae98725297b3,,,,,,X,,,,
0xd4c5c41cc98a92416a721739e276208170c769f6,,,,,,X,,,,
0xe39e24588af4e24e85994ac70496b42b3e2b575a,,,,,,X,,,,
0xb2e5c6e0bd54268490f23eadd83ceb7d02144b21,,,,,,X,,,,
0xd918538f13832eab785358ee3516bef61348a0d7,,,,,,X,,,,
0x0b4c9ab613a8e9021a34f6efdd0a5e67f6a61de7,,,,,,X,,,,
0xcc27bd3dfad92b6d629b961b99d9f4b12d21727d,,,,,,X,,,,
0x220f32b66d85a04b019027acc2bd78f95b6b8b57,,,,,,X,,,,
0xfc2e1bfe7b3840848088e38b65d1d484f8aaf0f0,,,,,,X,,,X,
0x000770001860536d6ec6d961e65b3921182eadb2,,,,,,X,,,,
0xc32baafe7be28f75f3c91a1e59cf056a79f00ae5,,,,,,X,,,,
0xdc000434eacaa36077043d2062b18dbcf77378fa,,,,,,X,,,,
0xeffdda5174039ccd5108ebb82b53b69ff2961a9d,,,,,,X,,,,
0x8db2b46063af260975da1b7fbc8517ca8ab07d7e,,,,,,X,,,,
0x1b13fb5933970b33bb422d0772041ad1d7afdd71,,,,,,X,,,,
0x6b2b97aeb7c9d496014b93eee3a7fc59bc07f130,,,,,,X,,,,
0x69d4a6a03733cbb6da6668b5c2a034b571e77a32,,,,,,X,,,,
0x79b99654b952bd31f5f06f8c2c0993f857900f00,,,,,,X,,,,
0x3a61ba683f1214e21a8c7952a3b3378c28a0d08a,,,,,,X,,,,
0x3eb919c41c373f306d4c37fbc08d010e61981ff0,,,,,,X,,,,
0x1a765e35d0862c07fd2f28820e3a4b8ff6758e39,,,,,,X,,,,
0x8a318eb9fd6aae7468b8dccc52733dad7a5dfd7f,,,,,,X,,,X,
0x14c9a48bc1df977ce5d0b537877b1308a13d8049,,,,,,X,,,X,
0x9cf83d41a025804767b8445bccbe46cfac82497e,,,,,,X,,,,
0x72e8861f848cda373809b993654e4b0e65e57b42,,,,,,X,,,,
0xf10d6d7ed9b178c2caf9dd598c7ccdd757dee239,,,,,,X,,,,
0xdee31627da1ed5158443457c44835879668d5015,,,,,,X,,,,
0xa3c4f0e7a17d2be8f1e500f7204ebf177799dfa9,,,,,,X,,,,
0xed6fa1b383b5e2f87385b5222d26fb5466ef5163,,,,,,X,,,,
0x4115ce1f254c93603e2f601d78225dcceb8f33cd,,,,,,X,,,,
0x2023c853e5a7e90dbcfa1474c87d1a31b0daf760,,,,,,X,,,,
0xf73e6e0a1cacba49c8056fa4199688c8cab1d4cd,,,,,,X,,,,
0xaff28500370a1f2f6392b1bfaf1f166262d561b9,,,,,,X,,,,
0x939c9bc99c27184e9c5c7faa21be77cfb0e54375,,,,,,X,,,,
0x2b514a0d9d7481a3b15468acce96d717a477c145,,,,,,X,,,,
0x3bcd0c1dc5effc1e56a7a93109839f3d87fcf04e,,,,,,X,,,,
0xf924dd6277e19037e443358f8973429b38848d04,,,,,,X,,,,
0x38018a9789be12fd85554987b8bf8351ec28ce71,,,,,,X,,,,
0x60e75a2b2997ad4db87edf57dbb5449fd1d8acd7,,,,,,X,X,,,
0xecb55328ce302ea8ccfd315e8ab271bb186475dd,,,,,,X,,,,
0xdc00002508956f601e4beaf07dba61c2dd65b11c,,,,,,X,,,,
0xf226b357ec8dd967c62ecb7240d94b420cb2a0af,,,,,,X,,,,
0xffdda9e7321ebc5f9dfdbb2c1d3742f5d775f048,,,,,,X,,,,
0x081d74cc2fad435301da49288179fecf74951103,,,,,,X,,,,
0xb1fee2a9bce66d64de710919d57e51001c4e9dd6,,,,,,X,,,,
0xe9207643a0837b4b899a91324ff4fae167584502,,,,,,X,,,,
0xb4de6a239cd40f4f876a60e025d34abf87273338,,,,,,X,,,,
0x92713dd3c19923d5d2e4e57faf1ebb579cd6210d,,,,,,X,,,X,
0xcb1e5acb475a408c0fb3d7306e2cace6410997f0,,,,,,X,,,,
0x746532b399b8f22ba4b618dd4c9dbf9749dfbae5,,,,,,X,,,,
0xc31db63355eb1ebdbfc8b79421019dbe80cb8eac,,,,,,X,,,,
0x6d1351fff2036e134bbff1d028fa3366644f9012,,,,,,X,,,,
0x29f7e458f3d226ebdc48724a1e0419595f6f2f36,,,,,,X,,,,
0xdfbb0b78aeb8c13e25c9492bced22640da471f27,,,,,,X,,,,
0xe647e2b8e1d057a2c18f736e73bbeb5b885a012e,,,,,,X,,,,
0xb6e53b62506d3fe082e8d873ddff984b099290d6,,,,,,X,,,,
0x22aed1e2aa4163c6b85398247cb635d44c9052f1,,,,,,X,,,,
0xfbc9237c7e0a8bbaed7cde2f519f98f4175362ed,,,,,,X,,,,
0x1d853402a340e67b45cbcd10103ca12b3cfdfa21,,,,,,X,,,X,
0x81249d3eb4455e290939631030b756b18b066a6d,,,,,,X,,,,
0x33d49100e08e8fdd89dd298c3bd63205f977e963,,,,,,X,,,,
0x25ac700430686ad615a0aeb12be1c3e05ea1115f,,,,,,X,,,,
0x10255c15639478fea985a4e8ef019b0ae0810bdb,,,,,,X,,,,
0x25dfe072c4f8c7ac8fb359411a736c4bcb0c2f6f,,,,,,X,,,,
0xdc000874c043f50a01cf2cb9aaf09b8f86a58885,,,,,,X,,,,
0x4fd89cb3f52924fd50ae4ba31bd409f147121a65,,,,,,X,,,,
0x27037774630e68652de6a180600e92fecef5343c,,,,,,X,,,,
0xce413f829ac7f0fa5c59c0e982c2513fdc3243e1,,,,,,X,,,,
0x7a1a60df6f344ff4bf6149efe2ccd4da6684e70e,,,,,,X,,,,
0x177ba39aa8d880e9de644b67e3899dc8a7d18d07,,,,,,X,,,,
0x85bda2fb3e8dd5ddb5d4f6a5993572ee98396d2a,,,,,,X,,,,
0x6cb441734642931b3edbcc91d5d85406f8ee39d1,,,,,,X,,,,
0xfe965617c22d77059676b053eaf83e9232a2ebea,,,,,,X,,,,
0x6093c83be1534959a771c5e0ed7c1ca2dfd81906,,,,,,X,,,X,
0xdece112812ff211c175d673e3fcd2085712cad4a,,,,,,X,,,,
0x1e3316fd16c645bb04f01fbecf50382a41a445fe,,,,,,X,,,,
0x8a93b7feafb2c0f0477e8fa48640cae88a28ae89,,,,,,X,,,,
0x92ed4b99c68a607d2d0571a8f2c1d4b6eab01e1d,,,,,,X,,X,X,X
0xa228d4ce8cd1625c723351dcbef02287ca760c59,,,,,,X,,,,
0xbaed45661615e66b91eab0a257f5390528c549d8,,,,,,X,,,,
0xc8018b94dd1042112fe33dbbb8da65c331413610,,,,,,X,,,,
0x8f5d43825b3f96d7d5b8381ddab7da441a04dcad,,,,,,X,,,,
0x33642e7ddd482ca823c0b015cff34d329a8bccf3,,,,,,X,,,,
0x3835b411e8394f2f935ecdc9a1b6eb99c0941870,,,,,,X,,,,
0xf9f7ea85ba2a96e916c5807031085b7680585f86,,,,,,X,,,X,
0x17566e71ea0766ead0f11cff9010cfb64971a1eb,,,,,,X,,,,
0xeffcf1901c6b87a1ee703b9ea9c1f22bcbf27c57,,,,,,X,,,,
0x2806bb5a79072c2119342f89d9ffe8607d96f87f,,,,,,X,,,,
0x4d797d5662bb5aa41a45c6f9883a93ce1a3c6188,,,,,,X,,,,
0xa8fc4a5126135a6fd3043d14fbb33971b611629e,,,,,,X,,,,
0x28d3b82b8040604c68698136886fc81d882d76c0,,,,,,X,,,,
0x20e06bf1e7eb853de25bd9b092fe6b8e45e470fe,,,,,,X,,,,
0x6b886d10a5933815224514fbea35210335c0728a,,,,,,X,,,,
0x6eaec9ed4d5fefd79e28b86b96581a5cec8f4ffa,,,,,,X,,,,
0x164ce97925c754b09b66443ba7f16c542326b8e6,,,,,,X,,,,
0x0875bdd7fc787a182ae85b83c1215c43d5def5a2,,,,,,X,,,,
0x8bf81ff983b72bad2711fd6948c9479bd9a14f38,,,,,,X,,,X,
0xc762badf47f1799924bd3f86afa46a4085b3d307,,,,,,X,,,X,
0x17606652b23652e799b6c95e61e9ab70f2af75e3,,,,,,X,,,,
0xbee7a77c0a40224b41bcd7c3b16a5cd74252f97a,,,,,,X,,,,
0xbe7d618b288ba5fce25905d358df936549c9f4ec,,,,,,X,,,,
0x2e411781af668c01ebfc66ca9f0270f6874f54a4,,,,,,X,,,,
0x779ab3efadab4374979fee40f93a2c1801c769f9,,,,,,X,,,,
0x431bfccb24b4be8ed67eb28b111c0f03143733ce,,,,,,X,,,,
0xb0bb1baba56f0bc126dde76a86b862b906f26d99,,,,,,X,,,,
0x6003aaa4209eda62ca7e4d2c1b4ee3ca51b68ed1,,,,,,X,,,,
0x1255f2e7a751318de36fbf999e4e963d39e49231,,,,,,X,,,,
0xe15df761b0e23e87abdbaa0fcfbdd8df932f3cc6,,,,,,X,,,,
0xd6af8af8d3afea5a10dee481aed4660e8541e4be,,,,,,X,,,,
0x91211a4965e75152cb549b308f8ba398c3ab337e,,,,,,X,,,,
0x1ff3fc05a3ed926744bc9a87b2a350d8ce14518c,,,,,,X,,,,
0xf2c648f735535d2c1e01ece83e2edc4201c6f3a6,,,,,,X,,,,
0x31337003d575ddcf4042c277f0c92dc845b19beb,,,,,,X,,,,
0x1372abcf2809644700895e7039534969fafceb3b,,,,,,X,,,,
0x49aec75c58288c3139fc07a09f91df294231cbc7,,,,,,X,,,X,
0x333c02c2215ff143122426eecdce2774c61c2fff,,,,,,X,,,,
0xae6f447c415794bcec576abb08cc4d5fd1b065c7,,,,,,X,,,,
0xc0a6a300f3724441dee0d7364869ee209b3caa83,,,,,,X,,,,
0x4f279faa8a77ebacbc5533d6012dc525c8bdca46,,,,,,X,,,,
0x4b5c3d66645b1072ec96072f09feb34867395837,,,,,,X,,,,
0x11655917d45ad8c01b063863995da2208e5dd6b0,,,,,,X,,,,
0xc787c9e802bfc901672397b3c81dcdacbf093442,,,,,,X,,,X,
0x9b54765247cf728563dbd790a232fb45e4349516,,,,,,X,,,,
0x896c714c82a6fb44b15803f2bfbc5149e90d0f19,,,,,,X,,,,
0x9db650be4aaf0d12a109b3e13427a4938d1e6f5e,,,,,,X,,,,
0x22de7663124d5db61b0c5ff24af4cb17a5c43980,,,,,,X,,,,
0x36340e037adaf210d9555fbfa5a8595bf7859454,,,,,,X,,,,
