address,galxe-lido-point-holders,lido-dappnode-buyers,obol-techne-credentials-base,obol-techne-credentials-bronze,obol-techne-credentials-silver,rated-solo-staker,stake-cat-gnosischain-solo-stakers,stake-cat-rocketpool-solo-stakers,stake-cat-solo-stakers-B,csm-testnet-good-performers
0x4c85ff171d59b2d165e066d55942a81b482ccc73,,,,,,X,,,,
0x16dad44b18962767193c5fd4c96a8ac3b9b56c77,,,,,,X,,,X,
0xef6bd648c696d4f9de647e69d47bc60794627894,,,,,,X,,,,
0x523019575c47dab5d71a3f495c03e5616f549b40,,,,,,X,,,,
0x8b14ff7212aba65cb06e945de1da8db3b6ac3b49,,,,,,X,,,,
0x6defbfe576bf638181cd5eea695d723559d4fd97,,,,,,X,,,,
0xce314c0ce2b26e98241b8dbf3581aeca17d03ce0,,,,,,X,,,X,
0x32cbd3245fd8d53eb9f588a3f463c2d10cca4880,,,,,,X,,,,
0x92da5482a0828dd23998dc92e369e0e252f15c34,,,,,,X,,,,
0x35ac2698e67edcf82128bb0931d9a0e99b8f5e28,,,,,,X,,,,
0x854fd30ad5f383f007e9e859980659b9456d1420,,,,,,X,,,,
0x1d74addd7b94e0068aa9248732cf75032214ee51,,,,,,X,,,,
0xd1bc4131bfe891a42c2756e6a80d052e25bbefec,,,,,,X,,,,
0x4a2d72ff84e4df3cf2f7bda51b902a1afadf149b,,,,,,X,,,,
0x41087581df6fcc67e7340f04bf9e7b189001096d,,,,,,X,,,,
0xb81d545a4136a62611914aa60b0743960031d61b,,,,,,X,,,,
0xed9ea6c0c96797a819a99819d8deb1b7212893d5,,,,,,X,,,,
0x5ffc4bdb82214164698c7de67ecf5e01cc50c5ed,,,,,,X,,,X,
0xe869753c97d574edeaa78b3698e9cf9c1af1ae34,,,,,,X,,,,
0x3d5bbfe4b618f68e12889e2474adc2c76b8c7695,,,,,,X,,,,
0x96670a91e1a0dbade97fcdc0abddee769c21fc8e,,,,,,X,,,X,
0xc655f5a00d4636ea1e9360588a1bb59a62ac92d5,,,,,,X,,,,
0x5614575160e142857eebc249c733ff17f352dbc7,,,,,,X,,,,
0x78f855edf8b7520f67bb0ab0387b9c2218230182,,,,,,X,,,,
0x07c6348e399ea8561532d5e4084631b04a95aa04,,,,,,X,,,,
0xfce2d115db2dad452ecbd949627665fe723e7331,,,,,,X,,,,
0x47c32f10232588cc6902fa75be4bdecd770a8094,,,,,,X,,,,
0xd3597209490988653e245fe9eb1bdc8fdca94df6,,,,,,X,,,,
0x8ee21e8384c6470a019ca914797a7f4ac9072a56,,,,,,X,,,,
0x2b360c2d2f9fe60cb0283969bd15d03f9d9129ad,,,,,,X,,,,
0x301f6a25607ced8101c0a7fe0abad3f00f91d6a1,,,,,,X,,,X,
0x79208b7e00cd664660d5630ebf040150b9bce49c,,,,,,X,,,,
0x5bd461135ebb180b7c7c7589b35ef56be7a14915,,,,,,X,,,,
0x7590eaaaad71ffb57b2fd0e21500d68a72fb0438,,,,,,X,,,,
0x00871ad665f1db63db290bceaf697c0ae3cb6f59,,,,,,X,,,,
0x79743db9b81accff25618cc87125b5732d737988,,,,,,X,,,,
0xad1aa3f4f75c372a59b9ff0f55030934947ea5b6,,,,,,X,,,,
0x753f08dd25f5b11d3b8e2a504b59f7864f322a83,,,,,,X,,,,
0xe7698c57e1a427f7f1c8f6303018ff5ae552b8d1,,,,,,X,,,,
0x19f4e790556ca3d53cb80d962c0efedf5a9cc2cf,,,,,,X,,,,
0x7774ff6b60882b0859aa3633a1d403a64e510469,,,,,,X,,,,
0xe3ab3514bb7b949a8f707ac24354207452dc96a6,,,,,,X,,,,
0x58cf47bd215f73c9accb9399b3402db44703ffc9,,,,,,X,,,,
0x704684759e4058372bda85c3fd3ab6b6c8879828,,,,,,X,,,X,
0xbc186ba523b4d502eecd35fb96f6983966d019b7,,,,,,X,,,,
0x61e6503d8979d79d862a800e150e0e2158d576a8,,,,,,X,,,,
0xcece0972a8dae0819d808cabd6446fa5428fc134,,,,,,X,,,,
0x562272fabf9cb88b539db7b11949bedf1ee04c1b,,,,,,X,,,,
0x8d2408da67a5b85fb01ec613a72aa842a23771d7,,,,,,X,,,,
0x59f21e8a9afa668dc46310e29d826983048dc915,,,,,,X,,,,
0xd2a648821d6e96114b6786269e7326034be08240,,,,,,X,,,,
0xcb69ef8e89d78bbfb592ebead2ddea1d2a07b2fc,,,,,,X,,,,
0xdc00001290f98be131c3b5258ed0395a9400b015,,,,,,X,,,,
0x53f2be3b33342a85c345d1a5e59edbe2fbd2eba1,,,,,,X,,,X,
0x0689fbdf905804a737d8fa842740d3ec4ba553f6,,,,,,X,,,,
0x23c180e01857e77f1f4d86dafacd1f4f38c5d479,,,,,,X,,,,
0xdf98342511247a275f13138a86bb9d45928298fa,,,,,,X,,,,
0x226c66bf3e88a0acf54e31f4835fd38e5d0fe773,,,,,,X,,,,
0xa800b955de116e8a9bbc540b41d9d33ba7c9320f,,,,,,X,,,,
0x12e24a6156d65797c6b7f75efe2bc8fd7cd87784,,,,,,X,,,,
0x6f440e3b650f47494817d131671d93e994e6fe7a,,,,,,X,,,,
0x8ccefdac5973c05430c1dfd6d870ecc001f9e1ad,,,,,,X,,,,
0xb00b1e522dcf2e798d093a432ca40c8d39b16c56,,,,,,X,,,,
0xa973a4c9ca7d6f2deecaa2c1bbd7a90d5d803b25,,,,,,X,,,X,
0x12cd706c052d2555e812be8e4329359939789cb6,,,,,,X,,,,
0xb50ebc072ec5894547a34c772e52f618d8e3219e,,,,,,X,,,,
0xc0c66c62948e4112a92cf8a7f0940bcfd12fd87c,,,,,,X,,,,
0x920117a3ea1d95193eccbad10c8d1529c1b94090,,,,,,X,,,,
0x7dada3b50fad152e996884f92b243b3dda8e03f2,,,,,,X,,,,
0x52a3d981727aaa181d4d3cb05f24b5d2e1bbc659,,,,,,X,,,,
0xc9e7a40b20e2b10b3619109a74e9e6ef17c31299,,,,,,X,,,X,
0xef2ee0f1e41dd7b3d149d43681e137bedd9e242c,,,,,,X,,,,
0x2ef1337bf8683cffe6c4792d12a769f2bec089eb,,,,,,X,,,,
0x24681072029fe866f1df19d9a6f5421b1e1ed521,,,,,,X,,,,
0xc46e01254bbf05e449f1b52fa8e4d26139b6ac1f,,,,,,X,,,,
0xfdff8f71d0a7ffcf478bf5a322c749b9e1e097a4,,,,,,X,,,,
0x7ef7107e6737bdf8a756570e9a420dfdb94de1d2,,,,,,X,,,,
0x7e83928bc00bef612dcc34e32201050605efb86c,,,,,,X,,,,
0xae629b978581c5af0305e148a72881114498b44e,,,,,,X,,,X,
0xd65848a319f07f7e3cafea6059c0dde1c73048de,,,,,,X,,,,
0xfc61b871aebefe815c3383db263fc7e940a40a18,,,,,,X,,,,
0x6aa05fcb65007d20601a46ec35286094788b614b,,,,,,X,,,,
0xface69a552d666cb5c92326c44519db6dd8a8779,,,,,,X,,,,
0xd524ae01adabfe6d199bd2e7e05aa6bbcfad3a34,,,,,,X,,,,
0x8b26f3c9782ef084f9845876e6f459eecba70565,,,,,,X,,,,
0xc162b2c80b435a8c82e52c5d3bc2348353a81888,,,,,,X,,,,
0x60b011bdde088fd08c9aba70e3428980323bee34,,,,,,X,,,,
0xbaff572a095073c74bd90739b145d1d16d237c3a,,,,,,X,,,,
0x1e360c140da1bd973e130b44bdd36275e28edbd0,,,,,,X,,,,
0xc0840d65fb570e75271c18b46f9a19996a45fb27,,,,,,X,,,X,
0x4142e25da7d063c9a8146b59b706af2ce28c4bcb,,,,,,X,,,,
0x411fa6e02e08d0dd0db3b9167f8c349039288954,,,,,,X,,,,
0x804cd9071cff1ebe1064aa8e7d24a2ba9ac4509f,,,,,,X,,,,
0x4efad72184965a3eb522495078b1137805ee9aaf,,,,,,X,,,X,
0x6936f1f6d323ae6107bb45b834efe549fde4e437,,,,,,X,,,,
0x0000000003a63226f88f4b9ecae34aa1116c9602,,,,,,X,,,,
0xbd8b4649396ef019e75269de29aef1fa5b3bdae3,,,,,,X,,,,
0x8fbbb759bea0a0daf674cc3d93df8a63bde26cab,,,,,,X,,,,
0xe9113b5468bb69d1ffb7bad2a3de181ec8bed19a,,,,,,X,,,,
0xafc935859c835fb33ee430737fc119768fd1e1c3,,,,,,X,,,,
0x46d812b5e5378289775b33fd8cdc84b38c7e2f4f,,,,,,X,,,,
0x9eb1a5a5f206a9d93ef7ead40d61cc5d185fb562,,,,,,X,,,,
0xf00da3359bb8eab908d37f488bd96d4ec19d2138,,,,,,X,,,,
0xf405e755ac3032f165c8bbb144353a371cf545aa,,,,,,X,,,,
0xb91c055cf05c24518b421a306d8af87b36f3bd20,,,,,,X,,,,
0x6fc8de8c3669d8d8f743fdcb69ba775f4b17d33d,,,,,,X,,,,
0x4629e52ac2d2ca768947f47f46971677f209d24e,,,,,,X,,,,
0x8fedadba53e4e72241e1c76938c71ee328dd03f8,,,,,,X,,,,
0xde4c8278d6ab524cb898d8d361f31d39e635ece9,,,,,,X,,,,
0x1d5726597a47209e49f0f3c9d353608c88a1ee64,,,,,,X,,,,
0x2b93da0a6002876fb24ba960e5fdd4f9858ec328,,,,,,X,,X,,
0xb3c2a45ce23ba1a8e999ef1591d8b4e218d41fab,,,,,,X,,,,
0x420812330eb4029a2e2c030d53a436133fb33eed,,,,,,X,,,X,
0xc6a18952adc0412b4305d965453ca3557a1e6390,,,,,,X,,,,
0x460fa21cf6087c8e815632a7b6b31a2807330d3b,,,,,,X,,,,
0xb5d84c83a2cbe9c4bc9c368e75333d8f2b8d2353,,,,,,X,,,,
0xfa69f624f25d41d29607cd281614adf37ff8f7f8,,,,,,X,,,,
0x0850ea177e7536fb59fede145d7230e3fa95f09e,,,,,,X,,,,
0xe846aa7802e6f3dcb00d2a591ef40bdf86d1693f,,,,,,X,,,,
0x6774f6153199340100e1e6112ba73a0fb8b683fd,,,,,,X,,,,
0x1d21950d587ac66ce7dc58382f0bef5cdced9b09,,,,,,X,,,,
0xa7685a7c897febf65c460545c1a90b5984480429,,,,,,X,,,,
0xe12cad04265063c6dcb8086c4662ebc7d4545ef3,,,,,,X,,,,
0xbf4de444bc3546e5afc2280f349a4d6da8886033,,,,,,X,,,,
0xcb74a6b7c5bd8079af58e08c34446fe599f79441,,,,,,X,,,,
0xc6b57d9b16c50a4d519aaa09f4959053a9402db5,,,,,,X,,,,
0x0e176ce6f9978d0cc588c539afd7722f85158100,,,,,,X,,,,
0x4f3166ed287be49e919d3b0d94b1994ff44d9299,,,,,,X,,,,
0xe4ff76425e911bdbbe3bd813c2ae94d3f70ef1c5,,,,,,X,,,,
0xc22919bdcdab298f8d1feedbcd99607585db8649,,,,,,X,,,,
0xdece26260b037f65b7624881d145a75ac405e634,,,,,,X,,,,
0xd70cbfb928d83d166115e634757a31878faba03b,,,,,,X,,,,
0x2095dbd5d316078653a19a5055843859338ef36b,,,,,,X,,,,
0x49c3c1e5b5e544bd620c5a619f4c7bb3d5249849,,,,,,X,,,,
0x142d555a9e373500b859a36362d195384c4bfaac,,,,,,X,,,,
0x8ab930bb5067a3f58aa202db6bba7ec2772ba5db,,,,,,X,,,,
0x83bb121b8ad94e5d2a7d279f12d7d555d31ad6eb,,,,,,X,,,,
0xbb50b769b3dccfa17c200fcb8588cc20e2c513f1,,,,,,X,,,,
0x9a368d8236a0bbe632c9d94778a90250dedb7a9a,,,,,,X,,,X,
0x7e4ef7f43c8f89b1236325777174546573ccb676,,,,,,X,,,,
0x164d962983fd727297a78f32220d187deef765bf,,,,,,X,,,,
0x055d825780af97542ef7b6777ace798cd1084c3d,,,,,,X,,,,
0xa45e56e638eea9ffe207bcc1fd1402177ee42e66,,,,,,X,,,,
0x82d1be17800f53dd2be47fa2d0fca49e0f9b71f9,,,,,,X,,,,
0x92432d6b16d73bd1f61120152038611cb04d7784,,,,,,X,,,,
0x1cc5ee57868b95d2f42bfcc4cf495b0e4343b94e,,,,,,X,,,,
0xa8d828961c8e1d8be56bc7c61aeeb2186e980b31,,,,,,X,,,X,
0x9f3b283a2e0405fe10860e333dc3182e39981fb8,,,,,,X,,,,
0xc11d57d07e0511d14e740796e57de4e9a9218bc9,,,,,,X,,,,
0x55c6880f953a5fe14aec8bd048b9363fd1fdf24e,,,,,,X,,,,
0x3de3bd9d0dff01479de49e913080e880a5aeb8f1,,,,,,X,,,,
0x11111156beeb782bf2a1d0733f3ba9ac88fc1445,,,,,,X,,,,
0x9251eaacb35f70bc1998effbe740507885025731,,,,,,X,,,X,
0x72ee291b357e235e949294bd7af14640f7b379b0,,,,,,X,,,,
0x9e90b5229839e5e2a0d78e44f565d3f695e3b9ce,,,,,,X,,,,
0xdd353a42faaa79ac28b0ca416a7bef67751a4acb,,,,,,X,,,,
0x0ca4f1e2967525dea4b1125ec3e17f14aa72564b,,,,,,X,,,,
0xad28896e72ed63ba9b8948c547c34180ff687631,,,,,,X,,,,
0xf76c463372d839d47299c7bb32c3acf283b1e193,,,,,,X,,,X,
0xcad18007a5c71df9a21f74265fe075d15cfe64e5,,,,,,X,,,,
0xfada8ebd9a4ea48680069a4d742a5599bb1d06ac,,,,,,X,,,,
0xfefefef6789eec8faa1d975057e2718e299b0c4d,,,,,,X,,,,
0xb17d12f59fd70f034c6e4fd6666781422e8e5cf7,,,,,,X,,,,
0xcd12e0adb0f93a20460c1e3c4cbc0297c143bddb,,,,,,X,,,,
0xf54dfb63b4c085ca1155f30437b8f9e09aafda90,,,,,,X,,,X,
0xe9bb1a3dc8a6d28d3d83e36806c68b57056b2673,,,,,,X,,,,
0x1300fa284ebea6b1da2e67297366a33270ac9837,,,,,,X,,,,
0x389d8704c9471688e072936fffd33f0b254d0af3,,,,,,X,,,X,
0xc057086964e0d9840a99e100ea2884dc7f86b6fc,,,,,,X,,,,
0xa33fa6ad0de0b1d019ffae647295f45617dd0b96,,,,,,X,,,,
0xc038330dbaa491b3ddaf7f5d871604e02ced2469,,,,,,X,,,X,
0xb700e098e48ce189a08b63c484a06a59e2afcbe5,,,,,,X,,,X,
0x9fdc1981256573b83c45fb4fb547adb38e64906b,,,,,,X,,,,
0x7a019f00edcef698f5b08b1dc13406d734d0dcf3,,,,,,X,,,,
0x07c96121dfcda475998211e503d5993d386949ac,,,,,,X,,,,
0xe3f7cf4e464fdd213992148a60473ec6515b3756,,,,,,X,,,,
0xb6d5a9c128754f9bdb99f51a3930c304a793e484,,,,,,X,,,,
0x891f52734cb204536eaff61a47e6ad63ab35239d,,,,,,X,,,,
0xa5ee5dd374327747685e848b73c4106f729cf1a7,,,,,,X,,,,
0x0b1ec71999d462b52d7528b1e57e9692d40c1d1d,,,,,,X,,,,
0xec67e362ef670102aeec4c1303d8cf5b45644aaf,,,,,,X,,,,
0x5cc3f81a19e8d0576123511c08db47cc340aa845,,,,,,X,,,,
0x1db343313845120977bf727cbbd4a90cb17549e2,,,,,,X,,,,
0xc46e0037645bcc15d229e9d4d8781d547b23404b,,,,,,X,,,,
0x2f4c3929c68739af7a4d87ab309d871e7d58a2d8,,,,,,X,,,,
0xe9a8326e84abe6befd301ca95b6a4a90aa914d01,,,,,,X,,,,
0xe754b390cdaa7845c1a69628d6ddaf9e23b69b37,,,,,,X,,,,
0xb9dd307d4ac49954532d885d77eebc290a65afa6,,,,,,X,,,,
0x6fc9e3bc110b8ec139da07cb87d9f09d5d18af60,,,,,,X,,,,
0xde4e8dd60c0ce78c58d169bf2be4cf1c2145e29d,,,,,,X,,,,
0x099bb766e25755388b11ec902206a2828c163170,,,,,,X,,,,
0x6b391b7f31ac0bfceec27d5c7815b10e6b4de8c7,,,,,,X,,,X,
0x68cd70b74006a3977ecf422d459233947e03fd3f,,,,,,X,,,,
0xb51805fb13b946a97e7040c6ce061f5e6b09a3b2,,,,,,X,,,X,
0x4663657af17797e4994322c217fd781a97d98105,,,,,,X,,,X,
0x39ef2b8241f20611dc51a1cb6bb5f806e627d37d,,,,,,X,,,,
0xe6115f0913a5aa32af84956092c67e98e495843a,,,,,,X,,,X,
0x7cd7919f5df8963c148914d43fd234bbe5eab387,,,,,,X,,,X,
0x2e21cd1b8520205eb059903c0942302150ff0926,,,,,,X,,,X,
0xe8d8141d0b8c6f5b7bf300ce300cdf2c64e28fd5,,,,,,X,,,,
0xfce55b1e746c90841b52b729638fc4792b5d4c1a,,,,,,X,,,,
0x7fcdfc925afb5869494356048541cfb868477a43,,,,,,X,,,,
0xd384dcdb0e4ad9fa5b2e3d54ebe406226371acf3,,,,,,X,,,,
0x9a777091d07cb287bda472f9fd1741161dbdc239,,,,,,X,,,,
0x9631dacb413a9722cdf8ce686bf9a72f92edf79e,,,,,,X,,,,
0x2863b846c8fb569eb8d1aeb05dcfb282717c361a,,,,,,X,,,,
0x70e9d66f6c7b88703c8560b4330abec0202bd298,,,,,,X,,,,
0x8ceeb081f9ef61447f32b65aa6efe2e74d701957,,,,,,X,,,,
0xb0034d36700bc2365816342c3f1754c802ac0d33,,,,,,X,,,,
0x488ee1ed83ac023634ea6abc72d9a0c24d07ce8b,,,,,,X,,,,
0xf0504012d18910a181c601f0e5587e2785cf4d9b,,,,,,X,,,,
0x635bf9e03a4941f33e43735aaac234a80f6e3b3d,,,,,,X,,,X,
0x1fc0d1732d7a350fd58ecc7ade60c990f1d22e08,,,,,,X,,,,
0xada90237e300c7bcf69c95ab9addf9fd27ab7ca8,,,,,,X,,,,
0x16cccc75607dc1f8c69168b66c4659dad97bce36,,,,,,X,,,,
0x64aab8148eb2dd819b01877dfd08a58915f19e80,,,,,,X,,,,
0xaf753bd28882b3fafa304983d727fb112bd0cc79,,,,,,X,,,,
0xeb6c1d35beb57e5be5799859f637c47a1f32f9db,,,,,,X,,,,
0x91b9f0f08ad7fbe0126cb0adff12cf74a720fe3d,,,,,,X,,,X,
0xb5b24fcd75b323a68474f508e9ba2ab62069bf4a,,,,,,X,,,,
0xc94eb029f06d52182bd91af3a4ce803475f2e845,,,,,,X,,,X,
0x442ae931bbbbb4ab96d4c09cb6e16a6f5794f18c,,,,,,X,,,,
0x37fa735fa0b61c99f472895e26cb28e005800590,,,,,,X,,,,
0x6178fafab8b64e7514c9cd09aee2f4e397654d8b,,,,,,X,,,,
0x6d48bad7fe5d779bb3b2e2c0c045a4e9e2b392e5,,,,,,X,,,,
0x205cbe8becfed8e3902e9f5e73a3663ccca1304d,,,,,,X,,,,
0x220161e67398657836cc04ab452ab44bc333f7a6,,,,,,X,,,,
0x5b870bb17283f4f23f4822bca6b944635018066f,,,,,,X,,,,
0x270d7bf2878a77bfa12b7b0d14587a7b7f6748d4,,,,,,X,,,,
0xd84033696846e50a8bc5dba62b62e2d5822b5fe6,,,,,,X,,,X,
0x4d2baa6407bec9eec7b6d1298be662fc869b173f,,,,,,X,,,,
0xde283d638df5a080aa47f15149431d7b1c8bd6f3,,,,,,X,,,,
0x36abf80f9b4bbe4e5fa8f69b8322ac3be75ba4ef,,,,,,X,,,,
0x2e5ce565089511e873472bd600e197e9e79969a2,,,,,,X,,,,
0x281d81b03d17b4338de1538dc8570af5d41f5cce,,,,,,X,,,,
0x0b69af521c94e17f51dade83ada119f89056d55a,,,,,,X,,,,
0x2c43a5344fbba4851b9225abe70b9bae50a50100,,,,,,X,,,X,
0xfeb6c95c946d8f8408fc6caf24c6fcfea82c97f9,,,,,,X,,,,
0x402cfa3cf01f4596ad607dbd85aa2aa2533b350f,,,,,,X,,,X,
0xc0e91b518fa03620e68e93595cdbb043c73b882d,,,,,,X,,,,
0x77c2d7e099c13b92a0ed00b3dd573c90df746007,,,,,,X,,,,
0xe878e4bbceda7cf419a44cb793092b7df938c90e,,,,,,X,,,,
0xddf0a48768facb513115968c1da9b3eec1337f06,,,,,,X,,,,
0xba2102f38e6e7ca22c47b694748482181dfe27af,,,,,,X,,,,
0x3c0ffee5a7efa4eaa2281769708494cefe0dd4be,,,,,,X,,,,
0xddc7e0e94a34e611ee298ae7f70800c1ac353165,,,,,,X,,,,
0x14e7015733eee70702b8085c18668d42947e205f,,,,,,X,,,,
0x16d3c8e25be996fc5dd4a8d3e08b80e9c5a02ae0,,,,,,X,,,,
0x5fbe7f31fa41ef9ec347b1fc635df408b015abba,,,,,,X,,,,
0xe6fcd5b1ddd2740f39d69da919cd599d8e1840c2,,,,,,X,,,,
0x543240a1cdcf6e4cc451925bba346a1f2ae3c959,,,,,,X,,,,
0x8daf8e9642277d143b408fa148dcf40e4b74ef4f,,,,,,X,,,,
0x503721f399b242c712683a141ac129c0d64f0797,,,,,,X,,,,
0x834f367268586fb5d7501f8146a59a279a696188,,,,,,X,,,,
0xae7c5f7ab17176af57a775deee4199476cdd46e6,,,,,,X,,,,
0x3001512432ea8079ceaab57c0a3912137d8abe4b,,,,,,X,,,,
0x6a861ceae7a2c5b53bb30291f440033d967765da,,,,,,X,,,,
0x8c44735514fa0ad261d9b6ade4866689339eaabb,,,,,,X,,,,
0x358e4717c06cdf9a2645c69f3a84c0a27ecb5335,,,,,,X,,,,
0x6f5b73596de414c209d0eec38df719ab49276d82,,,,,,X,,,,
0xcb2cae0c8b13284c453887d277eee86bbb373480,,,,,,X,,,,
0x0844a4526d73e5a6a343c3bdea5dd758724ea26a,,,,,,X,,,,
0x7bfa88c9fce08c78188d1892bbde588e8fb2d9dd,,,,,,X,,,,
0xbd787f3f584298b2920e2c4e9f5879145437b625,,,,,,X,,,,
0x0c49e780a037f00a69b00f02332670862d9d09e4,,,,,,X,,,,
0x2c3270f6c36923e7600da17a43638c1638f2bcc6,,,,,,X,,,,
0x61667ed7a93bf7d505131a07f104bf8619e0f666,,,,,,X,,,,
0xe31a168906b8aa61a0522c2f7c070c7b909eeabb,,,,,,X,,,,
0xc626ecc873d2d8dfe1d8f22bd9babcb81a3fad75,,,,,,X,,,,
0x9cdcb96acfcdb0ae17550e07467c72b1a12c2e30,,,,,,X,,,,
0x2e78d9d613ef3d0096d25aa5a46511da63f31331,,,,,,X,,,,
0x9623e62cb06b5bd1f9220c6a9a861dc47bbbcc30,,,,,,X,,,,
0xfbb6fec92dacd6dcd05f80c7e61f25d3250c585d,,,,,,X,,,,
0x2a06420f7552df6f4a3c224ee9880ded8e364124,,,,,,X,,,,
0xc78e76713c58ccd420038aa344a28f3786bf53e6,,,,,,X,,,,
0xae172d9e2f0e98ddfee69ec8496bb3fa577263b3,,,,,,X,,,X,
0xc7d778b8d942b24a09a2785fdd9fba2de89f3fc5,,,,,,X,,,,
0xbada554081b09ebcb5438edf930b0d4dc5427d3e,,,,,,X,,,,
0xfc3eb21ba0cc16da61ab0d2287688f736294a064,,,,,,X,,,,
0xe6cd21ac3cc4ae817586121ad8f4034692c59692,,,,,,X,,,,
0xf771d91a87aac5b68328906b086ac2a1dc19beda,,,,,,X,,,,
0x704099d64ac7367cbbb59349b881d77642c9dc8e,,,,,,X,,,,
0xfd68613665d8b6c35a9b362fdbaee5b5b136e4e2,,,,,,X,,,,
0xbc55d75c03531d637d23b6b417daca59056bb756,,,,,,X,,,,
0x8ff31cc77fe455cec297174fdbf7216ab96ac4f8,,,,,,X,,,,
0x118f16d9be0baf8eb2f4d549f468f870e3c3f89c,,,,,,X,,,,
0xfad72ed27d54332072fcf5e71d6e53bf5cfb5898,,,,,,X,,,,
0x420b164876f7b8db7498071f998b0b15cc674f30,,,,,,X,,,,
0xc42bc84caeba83246fbe8e66d6a3aa4622b806cc,,,,,,X,,,X,
0xff0680a25ef649b0914100f93cbf27318162f388,,,,,,X,,,,
0xa920544ec26173d28aabcb81be0257b08ce26e8b,,,,,,X,,,,
0x1e213a2376353b7047725a695b5c3215e05a1315,,,,,,X,,,,
0xdf333cf199884eee5700f7dc0167f2e831216b2c,,,,,,X,,,,
0xc6aaaab05ded7c555cb2392b87a95b87c54da560,,,,,,X,,,,
0x816c1a2b2a0d3d991c421c8acd00903b86343620,,,,,,X,,,,
0xfdc3723b5dd2193f7de5b3273f991c5e3284b29a,,,,,,X,,,,
0xa3d0c52b30e1d259387e53b2f69cd48693d1d481,,,,,,X,,,,
0x546bf4a2a8c1bb5391ed0e5dc08cdb3ae861e020,,,,,,X,,,,
0xddd4f55324e62a883590dcc28ba2be379038a1ee,,,,,,X,,,,
0x004181bf2bbf7257c84ee010549e79c4c24aed32,,,,,,X,,,,
0x231270b13fa1b75014d0b3d11e5f5168fdf7866d,,,,,,X,,,,
0xd8adad61c78aa89e5f0fcceeef154c87fccf2015,,,,,,X,,,,
0x595ebdc79ea6dafa818d381202b7dde01fd40e12,,,,,,X,,,,
0x408063a6d104dff0e7eaa1c1f08609d4325c36ff,,,,,,X,,,,
0x9ae91c6b9714c51bec31658995eb5d0c1f77a212,,,,,,X,,,,
0x99b479335555f9d2403f4aa35134efbb135cf940,,,,,,X,,,,
0xfdc7708ab22e830afa8d4a82c81f98cfcbe311db,,,,,,X,,,,
0xb51ceb8a4b49bc9dd65949e475e75dba99d1a4fc,,,,,,X,,,,
0x5584de5a1217dc76f51e0ac15539a0c8b8184fe3,,,,,,X,,,,
0xb00f22ae6a300e03265dec8e155e179664fe1b57,,,,,,X,,,,
0xe122a18ef7884cb300ca0da571fbe6ac3527d331,,,,,,X,,,,
0x0e2827141d985164de0e28a3e2b43124b25f2ad2,,,,,,X,,,,
0x5164805f43209902283b73064a9fe0396d9b4e70,,,,,,X,,,,
0x1ce3f639a1fc96eaa63739c27b0a5c2adcb1be92,,,,,,X,,,,
0xd7da88752092db8c6b0d5065cfeda07f76ab44af,,,,,,X,,,X,
0x1f83ada0a586bca0dd2dd764b943827bbe6fcb46,,,,,,X,,,,
0x8f523db8886cebd4700c4617462133608a576b54,,,,,,X,,,X,
0x278beea8781e75aa1097b9f33bcb0667a503e024,,,,,,X,,,,
0xc06ceab7b71a7707b2b88f90269c50185e3f5da8,,,,,,X,,,,
0xdfde4e8286f331901adf48db69e48bd597bb8cc9,,,,,,X,,,,
0xd2f75c89daa9fbf469ec11e8aee102a43a183545,,,,,,X,,,,
0xf7728ec9bd7a8d0e57cd363fa9687de92099356c,,,,,,X,,,,
0xfcfea0a7a9bd661303093670d12c4e55bb4ff8a8,,,,,,X,,,,
0xcac76b7dacc26dfffc3c221d45fb7de7737faf4d,,,,,,X,,,,
0x6eb61b9547f284a66e4e03524742029f1c4d95da,,,,,,X,,,,
0xbcf5d26940324db5f944d016e321405466419e3d,,,,,,X,,,,
0xfc0948cc765e37c00b892a35d9a640903e37af07,,,,,,X,,,,
0x3daa696738cc69983ad54ece684e30be8b52055d,,,,,,X,,,,
0x44a418a5df99b1976ab9e00304507d6a0383257a,,,,,,X,,,,
0x309d21d835a33fec37519e59783ecc96e7d7dafa,,,,,,X,,,,
0x094cfc0defd7d16a0820034c0a97e02ee0e22e10,,,,,,X,,,,
0xab431a314857d7eae10afb8923d9fab26d80ad97,,,,,,X,,,,
0x886249ba0b41f92a553e3a9479df85e5b624832c,,,,,,X,,,,
0x8f15a357ad9a8ee82e2a01dd81f50f13bb8333b9,,,,,,X,,,,
0xe273762f67be1cb4695246afbf1d4f6fa98fbc83,,,,,,X,,,,
0x2dd5dff358bb220685afaa783f6356f2a437d072,,,,,,X,,,,
0xe74cdca69a3244753df97753008afd1ae7c642ad,,,,,,X,,,X,
0xae4117938770ba517c7fa9ec4278ebe0cd430ce3,,,,,,X,,,,
0x55a7e0349a05934729e30f1d3c6be3c75424c654,,,,,,X,,,,
0x39656f1bd6c24c8e3f6eab6fd5a43fbc4a15b7cd,,,,,,X,,,,
0x528ceb1ba16039d6f0525c826059bd92d35e66b2,,,,,,X,,,,
0x69b92b3f4404d896f475a7e7b5f45a31a3cb60f9,,,,,,X,,,,
0xc68048ede388e2ddcda752c7ef484f8e8df4ba72,,,,,,X,,,,
0x2e74618291075c23e5c82d0ddb64e2ecf32e2991,,,,,,X,,,,
0xfd5212f1d37346213b9626c0c071ff1ba45425fe,,,,,,X,,,,
