Sybil ID,Main NO ID,Operator ID,Address,Reason
sybil-1,224,1924,0xCAfEcAFecafE6A4d4BD114416713c424cD6A3f8D,Large-scale sybil
sybil-1,224,1925,0xF000d62Fcc883EDAF4CCb9E5B8A9E3336F1F000D,Large-scale sybil
sybil-1,224,1926,0xb000bce36F064444372D574C07301794CdEB000B,Large-scale sybil
sybil-1,224,1927,0xc0De95ec9E6a384A61C0deC8a9Fe1a7e823AC0dE,Large-scale sybil
sybil-1,224,1928,0x888885f09170f84E56EE3Fe8AEF630B817a88888,Large-scale sybil
sybil-1,224,1929,0x110010001110172cbbe533258831f34bd3BF5ED7,Large-scale sybil
sybil-1,224,1930,0xdDDdd9A72E9d4e897c353652fAbd178a657dddDd,Large-scale sybil
sybil-1,224,1931,0xc0FfeE5F9eF449e6cEC4Eac4fCdF280BfaC0FfEe,Large-scale sybil
sybil-1,224,1932,0xf000D332795B503C4E4aF86D72FF19BF959f000D,Large-scale sybil
sybil-1,224,1933,0xBAAaDd508cD4A1a4450969d119337B19751BaaaD,Large-scale sybil
sybil-1,224,1934,0xd1E9079057261676e4590e396759F956d46D1e90,Large-scale sybil
sybil-1,224,1935,0x11111169Dc99b7EAd168e6c680B26F9FB6111111,Large-scale sybil
sybil-1,224,1936,0xc0DEC0dEC0dEa84f0aea3D74d1a19D7C1197b845,Large-scale sybil
sybil-1,224,1937,0xcafFe253F5C5e93c34d576c2EcfDE3F8a55caFfe,Large-scale sybil
sybil-1,224,1938,0xbAAAd195D06aaEEd8c4Ffc7068181144046BaAAD,Large-scale sybil
sybil-1,224,1939,0xCaffE201F93697aD4E6ee8C6eEf732a4D66cAFfe,Large-scale sybil
sybil-1,224,1940,0xb000b4249B16c420507A8925aF9163BF612B000b,Large-scale sybil
sybil-1,224,1941,0x000000C82554F489768A4B6baE6CD2B72Cb00000,Large-scale sybil
sybil-1,224,1942,0xc0DeCDF601e021d00F1b92C104216D7F181c0deC,Large-scale sybil
sybil-1,224,1943,0x8888864de419C567Fa122Fd936EC380baE688888,Large-scale sybil
sybil-1,224,1944,0x100100111000001141e3A243BFae75c1059EF291,Large-scale sybil
sybil-1,224,1945,0x13370f04E1a7c25a111337c230EaB118a4791337,Large-scale sybil
sybil-2,437,438,0xC6894909f90B1d0505FaA3E747c88B02a2Ab9e3F,Large-scale sybil
sybil-2,437,439,0xdC433c051A8D3Ceb4281a41a832d8f22D47Da6d1,Large-scale sybil
sybil-2,437,440,0x4fd2e16a5845198fCcE13C2c27Aa07Ff1775090C,Large-scale sybil
sybil-2,437,441,0x51084Ad63a556D06A343726501D07e007FA0C2d9,Large-scale sybil
sybil-2,437,442,0x45421f2400A9A9132719C16F563f90D3031e89E0,Large-scale sybil
sybil-2,437,443,0xFa3eBFb98D52547447e4C6f9e3b4924DaF617285,Large-scale sybil
sybil-2,437,444,0x2a26FC002Ef95Ba02Ad6392368a10387B3A73698,Large-scale sybil
sybil-2,437,445,0x377e7EAAF9A1e4880D2fA69Ca93fADDA91fde47C,Large-scale sybil
sybil-2,437,446,0x7345aFb8B64A46DdfcC80794e550b2988B9a012C,Large-scale sybil
sybil-2,437,447,0x7d46D03bB92A8f850BBb134F89E36C2Bf8779427,Large-scale sybil
sybil-2,437,448,0x71F3db12358c653220E6169027ba8D47149dad8B,Large-scale sybil
sybil-2,437,449,0x6D31c46b4D7b5DC1206Ea14030A5302aDFA25E99,Large-scale sybil
sybil-2,437,450,0x6721D766249E77Ab76b872BBdBB32eC34B63C108,Large-scale sybil
sybil-2,437,451,0xeA902b8cE7869CFF3c10FBcbF3507D2263a52aab,Large-scale sybil
